epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,430.872,1.15559,2.67724,1.39696,0.52445,0.29814,0.21541,0.14417,1.05524,2.63637,1.35354,0.00330709,0.00330709,0.00330709
2,859.324,1.06817,1.6104,1.27076,0.5884,0.30029,0.25671,0.16637,1.09753,1.92824,1.43399,0.00659659,0.00659659,0.00659659
3,1287.1,1.1794,1.5992,1.35172,0.28979,0.17255,0.10073,0.05843,1.99775,12.6369,2.70579,0.0098421,0.0098421,0.0098421
4,1713.76,1.27533,1.67709,1.4268,0.59911,0.15945,0.12887,0.07007,1.99833,3.8835,2.50682,0.009802,0.009802,0.009802
5,2140.44,1.21777,1.51185,1.37274,0.53741,0.20271,0.18035,0.11181,1.54727,3.1533,1.95142,0.009736,0.009736,0.009736
6,2567.45,1.19026,1.46917,1.36824,0.6913,0.24603,0.23087,0.14881,1.2792,2.11248,1.57743,0.00967,0.00967,0.00967
7,2994.29,1.14791,1.38831,1.34865,0.58464,0.23607,0.23655,0.15895,1.11388,1.73245,1.41208,0.009604,0.009604,0.009604
8,3421.52,1.11501,1.30811,1.32887,0.60176,0.28105,0.27748,0.17049,1.45009,1.9952,1.77981,0.009538,0.009538,0.009538
9,3848.37,1.08406,1.25998,1.31744,0.4039,0.28238,0.25394,0.16287,1.17724,1.52989,1.48698,0.009472,0.009472,0.009472
10,4274.63,1.05473,1.2176,1.30606,0.50083,0.38488,0.35415,0.24667,0.99341,1.33606,1.31869,0.009406,0.009406,0.009406
11,4701.55,1.05531,1.20983,1.29666,0.6081,0.36908,0.35671,0.25146,0.97227,1.21195,1.31497,0.00934,0.00934,0.00934
12,5128.83,1.028,1.15697,1.27697,0.55856,0.35363,0.36624,0.26169,0.97524,1.21131,1.31527,0.009274,0.009274,0.009274
13,5557.16,0.99701,1.08725,1.25818,0.58816,0.36252,0.37216,0.26223,0.96494,1.21647,1.29756,0.009208,0.009208,0.009208
14,5984.68,0.98683,1.06448,1.2392,0.69616,0.37455,0.40785,0.29585,0.87876,1.05093,1.21338,0.009142,0.009142,0.009142
15,6412.14,0.9702,1.03347,1.21638,0.68026,0.34586,0.38544,0.28184,0.87676,1.04459,1.21755,0.009076,0.009076,0.009076
16,6839.13,0.95853,1.0363,1.23281,0.63664,0.39333,0.41533,0.30695,0.86637,0.97283,1.21675,0.00901,0.00901,0.00901
17,7266.24,0.95309,1.00992,1.22933,0.5949,0.45946,0.41758,0.30286,0.88183,1.07271,1.22781,0.008944,0.008944,0.008944
18,7693.6,0.94084,0.99147,1.21504,0.60257,0.42445,0.41592,0.30494,0.86303,0.95823,1.20963,0.008878,0.008878,0.008878
19,8120.73,0.91852,0.951,1.18972,0.68907,0.38723,0.41983,0.31166,0.82793,0.9406,1.17202,0.008812,0.008812,0.008812
20,8547.72,0.92872,0.94238,1.18316,0.68452,0.41554,0.43907,0.32284,0.83242,0.91964,1.18684,0.008746,0.008746,0.008746
21,8974.92,0.90317,0.91655,1.19209,0.60534,0.40659,0.40456,0.29267,0.86665,0.9559,1.20724,0.00868,0.00868,0.00868
22,9401.4,0.90754,0.92295,1.19471,0.71005,0.41379,0.43294,0.32208,0.80061,0.84549,1.16509,0.008614,0.008614,0.008614
23,9827.69,0.87537,0.90724,1.18194,0.57405,0.43228,0.47119,0.35387,0.80573,0.86339,1.16216,0.008548,0.008548,0.008548
24,10254.2,0.88055,0.87745,1.18258,0.64724,0.40671,0.46521,0.34315,0.7734,0.83492,1.12625,0.008482,0.008482,0.008482
25,10681.1,0.87148,0.87212,1.1729,0.69919,0.42501,0.47013,0.35253,0.78892,0.85079,1.14509,0.008416,0.008416,0.008416
26,11108,0.86558,0.85621,1.17379,0.58902,0.44294,0.46656,0.35082,0.78649,0.83915,1.14091,0.00835,0.00835,0.00835
27,11534.3,0.87037,0.86499,1.16491,0.62264,0.46826,0.47374,0.35694,0.74883,0.79354,1.11221,0.008284,0.008284,0.008284
28,11961.3,0.86345,0.83589,1.16828,0.66089,0.47883,0.46475,0.34899,0.73858,0.77456,1.10328,0.008218,0.008218,0.008218
29,12389.7,0.84282,0.81757,1.15512,0.58613,0.43617,0.4636,0.34848,0.76992,0.80606,1.12537,0.008152,0.008152,0.008152
30,12816.6,0.82801,0.80078,1.13439,0.62181,0.49615,0.50342,0.38368,0.73117,0.74914,1.09059,0.008086,0.008086,0.008086
31,13243.7,0.84094,0.79664,1.14206,0.61934,0.48614,0.4728,0.36129,0.7349,0.74791,1.0952,0.00802,0.00802,0.00802
32,13670,0.83576,0.78078,1.13293,0.72537,0.45466,0.48519,0.3671,0.73369,0.75492,1.09475,0.007954,0.007954,0.007954
33,14096.6,0.8193,0.77404,1.11758,0.59453,0.52691,0.51525,0.39115,0.71448,0.74077,1.08089,0.007888,0.007888,0.007888
34,14523.6,0.81174,0.76898,1.13085,0.74777,0.48059,0.56383,0.43568,0.75689,0.76794,1.11662,0.007822,0.007822,0.007822
35,14951.7,0.81408,0.78779,1.13535,0.60398,0.49808,0.5018,0.37963,0.71898,0.73975,1.08239,0.007756,0.007756,0.007756
36,15378.5,0.80793,0.74012,1.12671,0.62168,0.47375,0.49474,0.378,0.70466,0.71365,1.07734,0.00769,0.00769,0.00769
37,15805.6,0.79895,0.72589,1.11047,0.63654,0.47833,0.49761,0.38196,0.70332,0.73175,1.06314,0.007624,0.007624,0.007624
38,16232.2,0.79377,0.73911,1.1125,0.71314,0.48941,0.525,0.40205,0.68671,0.69029,1.06173,0.007558,0.007558,0.007558
39,16658.9,0.78602,0.72411,1.11496,0.78612,0.48234,0.53691,0.40855,0.70028,0.6961,1.07157,0.007492,0.007492,0.007492
40,17085.4,0.76731,0.7179,1.11085,0.66442,0.47486,0.54905,0.42213,0.69059,0.68542,1.05955,0.007426,0.007426,0.007426
41,17512.2,0.77698,0.71347,1.10216,0.67346,0.48088,0.54759,0.43255,0.68203,0.70915,1.05416,0.00736,0.00736,0.00736
42,17939.3,0.77236,0.70959,1.10271,0.69819,0.47217,0.50883,0.39681,0.67867,0.68203,1.05515,0.007294,0.007294,0.007294
43,18366.1,0.76284,0.70205,1.09632,0.59828,0.55339,0.55799,0.43505,0.67784,0.66836,1.05572,0.007228,0.007228,0.007228
44,18792.8,0.75036,0.67766,1.09295,0.60338,0.54182,0.55326,0.4267,0.67645,0.6526,1.05575,0.007162,0.007162,0.007162
45,19219.3,0.75073,0.68157,1.08351,0.6407,0.50659,0.52448,0.40722,0.6529,0.67223,1.03656,0.007096,0.007096,0.007096
46,19645.9,0.75446,0.67034,1.09147,0.69708,0.49365,0.53872,0.41286,0.66519,0.66357,1.04385,0.00703,0.00703,0.00703
47,20072.8,0.74095,0.67285,1.08331,0.66885,0.51873,0.52593,0.41199,0.65186,0.64052,1.03563,0.006964,0.006964,0.006964
48,20499.1,0.74041,0.68029,1.09348,0.72323,0.48849,0.53381,0.4156,0.64507,0.63793,1.03239,0.006898,0.006898,0.006898
49,20925.5,0.74123,0.65328,1.09017,0.65042,0.49259,0.5273,0.40869,0.64735,0.64737,1.03371,0.006832,0.006832,0.006832
50,21353,0.7414,0.64677,1.08711,0.66064,0.52291,0.56155,0.4418,0.64643,0.62595,1.03133,0.006766,0.006766,0.006766
51,21782.5,0.74077,0.64895,1.08802,0.73047,0.52003,0.56481,0.43587,0.64178,0.62324,1.02723,0.0067,0.0067,0.0067
52,22209.1,0.72778,0.62234,1.0801,0.66755,0.5226,0.56124,0.44138,0.62769,0.62773,1.01997,0.006634,0.006634,0.006634
53,22637.5,0.73062,0.62529,1.07822,0.71636,0.5092,0.55259,0.43371,0.62557,0.62495,1.01976,0.006568,0.006568,0.006568
54,23065.9,0.71466,0.62066,1.07193,0.70855,0.50146,0.54416,0.42386,0.62344,0.61991,1.01822,0.006502,0.006502,0.006502
55,23494.7,0.70498,0.62411,1.06404,0.78698,0.48657,0.5355,0.41728,0.6264,0.60639,1.02029,0.006436,0.006436,0.006436
56,23923.7,0.72811,0.65189,1.0795,0.72851,0.47124,0.53887,0.42199,0.62354,0.61669,1.01555,0.00637,0.00637,0.00637
57,24352,0.72533,0.62261,1.06484,0.71436,0.51009,0.56128,0.44185,0.62102,0.6099,1.01955,0.006304,0.006304,0.006304
58,24780,0.71074,0.60443,1.05854,0.71433,0.51796,0.62523,0.48995,0.61983,0.60072,1.01342,0.006238,0.006238,0.006238
59,25208.7,0.70247,0.60024,1.05533,0.6559,0.52282,0.55622,0.43478,0.61253,0.59463,1.01416,0.006172,0.006172,0.006172
60,25636.8,0.69524,0.59929,1.05031,0.69506,0.51983,0.58189,0.45999,0.61031,0.59952,1.00292,0.006106,0.006106,0.006106
61,26065.6,0.7018,0.60535,1.05838,0.7028,0.53218,0.5762,0.45685,0.59913,0.58792,0.99641,0.00604,0.00604,0.00604
62,26494.6,0.69793,0.60115,1.06412,0.72022,0.5035,0.55892,0.44071,0.60682,0.61728,1.00289,0.005974,0.005974,0.005974
63,26924.2,0.68404,0.58417,1.05316,0.65573,0.55649,0.55895,0.44021,0.59938,0.5981,1.0001,0.005908,0.005908,0.005908
64,27354.5,0.68954,0.60177,1.05757,0.7341,0.50954,0.56103,0.44608,0.60488,0.59287,1.00141,0.005842,0.005842,0.005842
