epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,373.413,3.28186,5.22971,4.21556,0,0,0,0,2.97592,5.52295,4.1873,0.00328125,0.00328125,0.00328125
2,808.379,2.86607,4.11738,3.73551,0.65761,0.05948,0.02399,0.00949,2.53415,5.11041,3.81495,0.00657093,0.00657093,0.00657093
3,1254.04,2.13206,3.17267,2.78277,0.0896,0.08581,0.02089,0.00997,2.36437,46.0249,3.48504,0.0098166,0.0098166,0.0098166
4,1690.14,1.69566,2.53972,2.20587,0.44434,0.08045,0.04526,0.02269,2.08031,7.612,2.89048,0.009802,0.009802,0.009802
5,2126.23,1.52688,2.23498,2.00645,0.49411,0.18622,0.12142,0.06299,1.63997,3.87291,2.37264,0.009736,0.009736,0.009736
6,2564.02,1.4222,1.96322,1.89402,0.16856,0.22839,0.14058,0.08174,1.47718,10.2742,2.19841,0.00967,0.00967,0.00967
7,3000.06,1.31812,1.8024,1.80177,0.39134,0.23346,0.17816,0.10322,1.63438,2.87768,2.43041,0.009604,0.009604,0.009604
8,3435.81,1.278,1.657,1.71952,0.47267,0.23945,0.21066,0.12388,1.45662,2.29618,2.07854,0.009538,0.009538,0.009538
9,3872.74,1.24578,1.58611,1.69763,0.451,0.24375,0.22546,0.1429,1.23708,2.22028,1.89359,0.009472,0.009472,0.009472
10,4308.8,1.17423,1.46948,1.64986,0.46232,0.27009,0.24342,0.15358,1.26166,2.09359,1.85872,0.009406,0.009406,0.009406
11,4745.44,1.17749,1.45759,1.62453,0.46683,0.29226,0.26207,0.17339,1.10675,1.61984,1.73675,0.00934,0.00934,0.00934
12,5181.47,1.13793,1.41811,1.62995,0.63074,0.25668,0.28553,0.18963,1.08327,1.65841,1.71691,0.009274,0.009274,0.009274
13,5617.44,1.1303,1.35638,1.58627,0.68443,0.27982,0.30388,0.20715,1.03495,1.48141,1.65435,0.009208,0.009208,0.009208
14,6054.18,1.08909,1.26358,1.53151,0.49917,0.37094,0.31629,0.21549,1.04839,1.4012,1.67447,0.009142,0.009142,0.009142
15,6490.1,1.10518,1.27665,1.56856,0.74126,0.28757,0.3418,0.23951,0.98777,1.37209,1.61528,0.009076,0.009076,0.009076
16,6926.03,1.07388,1.27649,1.52594,0.62522,0.30233,0.31274,0.2181,0.95188,1.3334,1.55349,0.00901,0.00901,0.00901
17,7361.72,1.0548,1.24964,1.52875,0.6502,0.30473,0.35396,0.24425,1.0078,1.28657,1.61993,0.008944,0.008944,0.008944
18,7797.57,1.00623,1.14944,1.47979,0.5911,0.32072,0.32373,0.22835,0.93417,1.19157,1.52323,0.008878,0.008878,0.008878
19,8233.05,0.99754,1.15069,1.4905,0.73481,0.32502,0.36389,0.25531,0.92265,1.22084,1.52283,0.008812,0.008812,0.008812
20,8668.85,1.00893,1.1153,1.4829,0.54789,0.37903,0.35182,0.24821,0.91478,1.11593,1.50942,0.008746,0.008746,0.008746
21,9104.83,0.98783,1.10527,1.47114,0.64147,0.3356,0.36484,0.25948,0.89353,1.09358,1.48711,0.00868,0.00868,0.00868
22,9540.57,0.96129,1.03692,1.4368,0.67681,0.36147,0.36788,0.26412,0.87507,1.09403,1.45524,0.008614,0.008614,0.008614
23,9976.46,0.96738,1.05688,1.44572,0.69734,0.35553,0.39493,0.28572,0.86056,1.06477,1.44363,0.008548,0.008548,0.008548
24,10412.1,0.95003,1.04728,1.42623,0.61051,0.39911,0.37654,0.27107,0.88988,1.06278,1.48114,0.008482,0.008482,0.008482
25,10848.1,0.94822,1.0323,1.42874,0.64937,0.37385,0.39917,0.28846,0.84952,0.97779,1.43967,0.008416,0.008416,0.008416
26,11284.3,0.93032,1.01042,1.42272,0.58116,0.37908,0.42967,0.31602,0.83021,1.00789,1.42141,0.00835,0.00835,0.00835
27,11720.3,0.9025,0.97944,1.40486,0.63468,0.38122,0.39516,0.28626,0.83852,0.97263,1.44124,0.008284,0.008284,0.008284
28,12155.9,0.93425,1.00842,1.44888,0.62621,0.40918,0.41393,0.29981,0.80073,0.91872,1.3838,0.008218,0.008218,0.008218
29,12591.6,0.89649,0.96821,1.40337,0.62636,0.39485,0.41541,0.3041,0.83295,1.01293,1.42613,0.008152,0.008152,0.008152
30,13026.9,0.90916,0.96144,1.40046,0.69518,0.41572,0.49669,0.37077,0.77912,0.87721,1.35819,0.008086,0.008086,0.008086
31,13462.6,0.88586,0.95043,1.4113,0.6244,0.3931,0.41418,0.30511,0.79195,0.93954,1.38898,0.00802,0.00802,0.00802
32,13898.9,0.89137,0.92574,1.3704,0.62012,0.40565,0.44823,0.32854,0.83394,0.94604,1.43613,0.007954,0.007954,0.007954
33,14334.7,0.8616,0.88114,1.34692,0.61264,0.41034,0.42046,0.31203,0.78588,0.899,1.36804,0.007888,0.007888,0.007888
34,14770,0.86233,0.93527,1.35762,0.62039,0.41103,0.47653,0.36197,0.76983,0.88059,1.35533,0.007822,0.007822,0.007822
35,15205.5,0.84052,0.89652,1.35986,0.73849,0.3716,0.47235,0.36006,0.75843,0.86858,1.33219,0.007756,0.007756,0.007756
36,15640.5,0.87043,0.89728,1.34987,0.68367,0.41233,0.50336,0.38175,0.75582,0.85006,1.33604,0.00769,0.00769,0.00769
37,16076.2,0.82855,0.86125,1.32963,0.70328,0.40323,0.46132,0.34747,0.74743,0.83396,1.32476,0.007624,0.007624,0.007624
38,16511.7,0.82454,0.83984,1.30945,0.65374,0.43187,0.47308,0.35599,0.76474,0.83131,1.35006,0.007558,0.007558,0.007558
39,16947.2,0.85014,0.85189,1.34351,0.64306,0.41841,0.4811,0.36284,0.73222,0.8118,1.30365,0.007492,0.007492,0.007492
40,17383,0.81592,0.81327,1.31027,0.69223,0.41421,0.45906,0.34533,0.7287,0.76841,1.30531,0.007426,0.007426,0.007426
41,17818.3,0.80872,0.80926,1.30622,0.6128,0.4504,0.45753,0.34492,0.7257,0.76923,1.30557,0.00736,0.00736,0.00736
42,18253.7,0.80073,0.85206,1.3129,0.62605,0.43285,0.47377,0.35577,0.73491,0.79552,1.30769,0.007294,0.007294,0.007294
43,18689.7,0.79902,0.80899,1.31319,0.71071,0.40585,0.51423,0.39495,0.70995,0.75457,1.27936,0.007228,0.007228,0.007228
44,19125.5,0.80786,0.79364,1.29903,0.70477,0.42671,0.51049,0.39347,0.69957,0.73581,1.27072,0.007162,0.007162,0.007162
45,19561.8,0.78972,0.79639,1.28466,0.71159,0.41423,0.51362,0.39463,0.71585,0.74152,1.29108,0.007096,0.007096,0.007096
46,19997,0.80774,0.80906,1.31639,0.67073,0.43074,0.51592,0.40202,0.69812,0.74547,1.26492,0.00703,0.00703,0.00703
47,20432.7,0.77688,0.76727,1.2696,0.6435,0.46042,0.52484,0.40223,0.68851,0.71956,1.2601,0.006964,0.006964,0.006964
48,20868.5,0.78338,0.78827,1.2979,0.59889,0.4466,0.52485,0.39887,0.67726,0.72606,1.25399,0.006898,0.006898,0.006898
49,21304.1,0.78982,0.80213,1.29968,0.61826,0.44017,0.51575,0.39958,0.68438,0.72814,1.26492,0.006832,0.006832,0.006832
50,21739.7,0.77943,0.72949,1.26113,0.63912,0.45642,0.49205,0.37505,0.70637,0.74709,1.29027,0.006766,0.006766,0.006766
51,22175.1,0.78222,0.76699,1.29312,0.65728,0.44649,0.51767,0.40387,0.66593,0.71921,1.23698,0.0067,0.0067,0.0067
52,22610.5,0.78489,0.75869,1.26127,0.67293,0.46364,0.53514,0.4122,0.65101,0.71124,1.21999,0.006634,0.006634,0.006634
53,23046.4,0.75946,0.75666,1.27018,0.61889,0.45046,0.53818,0.4102,0.69154,0.71069,1.25888,0.006568,0.006568,0.006568
54,23481.7,0.76013,0.72309,1.26275,0.62665,0.43897,0.53967,0.42107,0.66193,0.69302,1.22753,0.006502,0.006502,0.006502
55,23917.5,0.74129,0.70978,1.24688,0.57961,0.48819,0.55393,0.42418,0.66763,0.69858,1.24077,0.006436,0.006436,0.006436
56,24353.7,0.73338,0.69851,1.24723,0.6287,0.44332,0.53416,0.41629,0.66494,0.7304,1.23489,0.00637,0.00637,0.00637
57,24789.5,0.72703,0.69849,1.24492,0.67667,0.46084,0.54065,0.42098,0.65194,0.68975,1.22325,0.006304,0.006304,0.006304
58,25225,0.72249,0.69095,1.23594,0.64644,0.46105,0.55499,0.43123,0.6498,0.67245,1.21268,0.006238,0.006238,0.006238
59,25660.8,0.73964,0.71545,1.26915,0.58399,0.51135,0.57133,0.44219,0.63686,0.65827,1.20893,0.006172,0.006172,0.006172
60,26096.7,0.72972,0.68872,1.21961,0.63661,0.45868,0.54288,0.42659,0.62402,0.66996,1.19787,0.006106,0.006106,0.006106
61,26532.7,0.71719,0.69199,1.22795,0.6373,0.47656,0.56273,0.44179,0.63045,0.65829,1.20596,0.00604,0.00604,0.00604
62,26968.1,0.74115,0.67615,1.22898,0.6406,0.44209,0.54804,0.42924,0.62716,0.6652,1.19627,0.005974,0.005974,0.005974
63,27403.4,0.72615,0.66694,1.22297,0.67261,0.49352,0.56116,0.43868,0.63043,0.64513,1.20526,0.005908,0.005908,0.005908
64,27839.2,0.71167,0.67725,1.22902,0.65273,0.4459,0.56023,0.43343,0.63475,0.65256,1.20859,0.005842,0.005842,0.005842
65,28275.5,0.70998,0.64297,1.20564,0.58917,0.50658,0.56028,0.43413,0.62199,0.6419,1.18939,0.005776,0.005776,0.005776
