epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,369.085,3.30276,5.30234,4.22139,0,0,0,0,2.97592,5.52109,4.1736,0.00328125,0.00328125,0.00328125
2,892.569,3.16955,4.73838,4.04244,0.23021,0.0013,0.00121,0.00023,3.49753,1639.19,8.30199,0.00657093,0.00657093,0.00657093
3,1351.57,2.43317,3.68453,3.08577,0.18279,0.07285,0.01187,0.00462,2.53944,53.6805,3.51801,0.0098166,0.0098166,0.0098166
4,1794.93,1.868,2.83794,2.36469,0.31029,0.04985,0.02103,0.00802,2.52406,12.2999,3.48591,0.009802,0.009802,0.009802
5,2233.22,1.65818,2.42411,2.12397,0.37102,0.14186,0.09483,0.04619,1.8716,5.44413,2.55734,0.009736,0.009736,0.009736
6,2672.08,1.51678,2.12406,1.97579,0.29832,0.19955,0.15583,0.07468,1.65335,4.05764,2.34619,0.00967,0.00967,0.00967
7,3109.86,1.42144,1.95157,1.88018,0.3613,0.21526,0.15983,0.08901,1.46136,3.11757,2.10231,0.009604,0.009604,0.009604
8,3547.54,1.37588,1.79498,1.7875,0.34052,0.27107,0.19367,0.11134,1.44729,2.51328,2.00539,0.009538,0.009538,0.009538
9,3985.26,1.32276,1.73221,1.76001,0.48555,0.28626,0.23182,0.14501,1.19887,2.02697,1.78215,0.009472,0.009472,0.009472
10,4423.56,1.25574,1.60092,1.71433,0.5311,0.19627,0.21005,0.13081,1.34281,2.96651,1.91321,0.009406,0.009406,0.009406
11,4860.79,1.25929,1.58273,1.68285,0.39821,0.28747,0.24764,0.1595,1.18126,1.66704,1.75485,0.00934,0.00934,0.00934
12,5298.53,1.20948,1.54518,1.68236,0.60469,0.26913,0.25301,0.16374,1.15942,1.84548,1.77075,0.009274,0.009274,0.009274
13,5736.11,1.21028,1.49554,1.63899,0.68161,0.25594,0.28859,0.19325,1.10081,1.82334,1.69713,0.009208,0.009208,0.009208
14,6173.66,1.16592,1.38681,1.58998,0.62441,0.30448,0.31558,0.21399,1.05114,1.48086,1.65688,0.009142,0.009142,0.009142
15,6611.36,1.15969,1.37374,1.60145,0.68172,0.32309,0.32439,0.21817,1.05664,1.54177,1.64167,0.009076,0.009076,0.009076
16,7049.53,1.1422,1.3747,1.57331,0.62298,0.30393,0.30987,0.20993,0.99127,1.34651,1.56381,0.00901,0.00901,0.00901
17,7487.07,1.12265,1.35606,1.57562,0.67488,0.29772,0.34822,0.24208,1.04118,1.39953,1.62728,0.008944,0.008944,0.008944
18,7925.49,1.07718,1.25208,1.53023,0.59925,0.32255,0.35199,0.24727,1.00336,1.28842,1.57245,0.008878,0.008878,0.008878
19,8364.15,1.06694,1.23953,1.53973,0.58316,0.38452,0.36755,0.25809,0.95744,1.27843,1.5247,0.008812,0.008812,0.008812
20,8801.5,1.0718,1.21448,1.52613,0.60223,0.35662,0.3451,0.2396,0.97677,1.30652,1.53418,0.008746,0.008746,0.008746
21,9238.91,1.04841,1.2013,1.51248,0.68943,0.32697,0.35624,0.25014,0.96837,1.18166,1.54234,0.00868,0.00868,0.00868
22,9677.05,1.02667,1.14269,1.4831,0.64889,0.34961,0.34487,0.24375,0.92135,1.20884,1.47157,0.008614,0.008614,0.008614
23,10114.2,1.02803,1.14409,1.48564,0.70843,0.34961,0.36134,0.25448,0.90963,1.18492,1.46718,0.008548,0.008548,0.008548
24,10552.4,1.0031,1.14512,1.46254,0.53157,0.38932,0.34735,0.2454,0.91033,1.23661,1.47004,0.008482,0.008482,0.008482
25,10989.6,1.00299,1.12064,1.47135,0.70095,0.35536,0.44336,0.31687,0.88594,1.07638,1.44832,0.008416,0.008416,0.008416
26,11429.2,0.98537,1.08921,1.45762,0.69015,0.37892,0.41896,0.30044,0.88077,1.0291,1.43121,0.00835,0.00835,0.00835
27,11867.6,0.96447,1.06548,1.44496,0.59805,0.38736,0.38393,0.27693,0.89378,1.11097,1.461,0.008284,0.008284,0.008284
28,12305,0.99663,1.11005,1.4924,0.58434,0.40908,0.38976,0.27885,0.85693,0.97745,1.40979,0.008218,0.008218,0.008218
29,12742.4,0.94368,1.04831,1.43967,0.60835,0.39616,0.40877,0.29301,0.84652,0.99856,1.39564,0.008152,0.008152,0.008152
30,13181,0.96093,1.04228,1.42677,0.66284,0.39574,0.41308,0.2988,0.84597,0.99829,1.38706,0.008086,0.008086,0.008086
31,13618.5,0.94392,1.03532,1.44676,0.59665,0.39343,0.39276,0.2843,0.85801,0.98498,1.41474,0.00802,0.00802,0.00802
32,14055.8,0.93667,0.99386,1.38958,0.64069,0.39676,0.38707,0.27853,0.85038,1.08248,1.40072,0.007954,0.007954,0.007954
33,14492.7,0.91257,0.9668,1.38322,0.6727,0.38129,0.41132,0.29819,0.81451,0.92883,1.35729,0.007888,0.007888,0.007888
34,14931.3,0.92138,1.00293,1.39778,0.64027,0.40617,0.42187,0.31212,0.79337,0.88799,1.34445,0.007822,0.007822,0.007822
35,15368.2,0.88949,0.97655,1.38324,0.69869,0.38091,0.43562,0.31863,0.79311,0.90846,1.34261,0.007756,0.007756,0.007756
36,15806.1,0.91468,0.95699,1.37603,0.71856,0.38946,0.44451,0.32599,0.77431,0.90301,1.32152,0.00769,0.00769,0.00769
37,16244.5,0.88222,0.91974,1.37139,0.67113,0.39773,0.44397,0.32908,0.80479,0.92159,1.35684,0.007624,0.007624,0.007624
38,16682,0.87748,0.92875,1.33936,0.63399,0.42871,0.49434,0.37272,0.7616,0.855,1.30975,0.007558,0.007558,0.007558
39,17119.9,0.89497,0.9363,1.36885,0.58852,0.44406,0.48415,0.35592,0.75303,0.84474,1.31199,0.007492,0.007492,0.007492
40,17557.5,0.8669,0.90502,1.34257,0.67265,0.39115,0.43672,0.32487,0.7668,0.85643,1.32164,0.007426,0.007426,0.007426
41,17994.9,0.85924,0.86921,1.34009,0.69746,0.38565,0.44784,0.3349,0.76314,0.84358,1.31733,0.00736,0.00736,0.00736
42,18431.8,0.84448,0.90339,1.34086,0.65995,0.42943,0.5018,0.37589,0.74385,0.81514,1.28902,0.007294,0.007294,0.007294
