epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
127,39653.3,0.79256,0.7758,1.26372,0.57428,0.47725,0.53825,0.41037,0.66104,0.68499,1.18857,0.001684,0.001684,0.001684
128,39929.3,0.79164,0.74629,1.27212,0.61127,0.4585,0.50747,0.38531,0.65946,0.68689,1.18731,0.001618,0.001618,0.001618
129,40209.6,0.79711,0.74631,1.25778,0.63301,0.44318,0.50756,0.38562,0.65895,0.68766,1.18768,0.001552,0.001552,0.001552
130,40490,0.78335,0.76819,1.26809,0.64372,0.44528,0.49479,0.3738,0.65843,0.68707,1.18647,0.001486,0.001486,0.001486
131,40765.8,0.77563,0.73185,1.29186,0.65851,0.4448,0.49928,0.37875,0.65895,0.68438,1.18714,0.00142,0.00142,0.00142
132,41054.2,0.79211,0.76147,1.28092,0.62019,0.44995,0.50131,0.38012,0.65578,0.68224,1.18209,0.001354,0.001354,0.001354
133,41333.8,0.76566,0.72522,1.26975,0.63395,0.44369,0.53493,0.40829,0.65756,0.68278,1.18664,0.001288,0.001288,0.001288
134,41602.9,0.78062,0.75651,1.2813,0.62687,0.45443,0.53857,0.41175,0.65766,0.68191,1.1859,0.001222,0.001222,0.001222
135,41890.4,0.76727,0.7306,1.26139,0.64416,0.44432,0.53879,0.41224,0.65983,0.68176,1.18808,0.001156,0.001156,0.001156
136,42173.3,0.78222,0.7317,1.26721,0.63767,0.44887,0.54031,0.4129,0.65844,0.67752,1.18562,0.00109,0.00109,0.00109
137,42440,0.79804,0.73236,1.26493,0.62469,0.46294,0.51905,0.39576,0.65668,0.67571,1.18408,0.001024,0.001024,0.001024
138,42719.4,0.77209,0.74421,1.25645,0.62134,0.46448,0.51902,0.39555,0.65372,0.67239,1.18045,0.000958,0.000958,0.000958
139,43002,0.77906,0.72978,1.26131,0.62747,0.45878,0.54251,0.41554,0.6522,0.67152,1.17885,0.000892,0.000892,0.000892
140,43269.8,0.77734,0.73341,1.25742,0.6274,0.45931,0.54196,0.41468,0.65002,0.66787,1.17607,0.000826,0.000826,0.000826
141,43551,0.70639,0.61635,1.18064,0.62486,0.45681,0.53931,0.41341,0.64921,0.66857,1.17836,0.00076,0.00076,0.00076
142,43829.9,0.66732,0.55517,1.13342,0.62192,0.46471,0.51392,0.39329,0.64813,0.66924,1.17818,0.000694,0.000694,0.000694
143,44096.5,0.64817,0.55257,1.12235,0.60795,0.46256,0.51107,0.39107,0.64576,0.66896,1.17725,0.000628,0.000628,0.000628
144,44384,0.64857,0.52851,1.13622,0.61655,0.4588,0.51327,0.39285,0.64451,0.66725,1.17646,0.000562,0.000562,0.000562
145,44663.6,0.62289,0.52614,1.11874,0.6211,0.46099,0.51352,0.39335,0.64323,0.6666,1.17626,0.000496,0.000496,0.000496
146,44924.7,0.61359,0.52905,1.1141,0.61805,0.46329,0.54118,0.41545,0.64261,0.66543,1.17634,0.00043,0.00043,0.00043
147,45211.4,0.62001,0.54305,1.13452,0.62119,0.46606,0.5434,0.41755,0.64104,0.66266,1.1748,0.000364,0.000364,0.000364
148,45495.2,0.65111,0.52639,1.12128,0.62524,0.46448,0.54384,0.41769,0.63972,0.66066,1.17343,0.000298,0.000298,0.000298
149,45749.6,0.63647,0.54769,1.13611,0.62569,0.4675,0.54529,0.41936,0.63878,0.65992,1.17218,0.000232,0.000232,0.000232
150,45981.2,0.6253,0.52428,1.12891,0.62834,0.46329,0.54525,0.41953,0.63763,0.659,1.17171,0.000166,0.000166,0.000166
